"x2","x3","x4","x5","x6","x7","x10","x11","x12","x13","x14","x1.1","x1.2","x1.3","x8.1","x8.2","x8.3","x8.4","x8.5","x8.6","x9.1","x9.2","x9.3","x9.4","x9.5","y"
0,0,1,0,284,1,134,29,264.4,698,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6488
0,0,1,0,308,1,120,60,940.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1280
0,0,1,0,125,1,130,63.5,1075,1189,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6308
0,0,1,0,275,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7325
0,1,0,0,118,2,120,45,742.6,1176,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1204
1,0,0,0,283,1,140,37.7,415.7,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2607
0,0,1,0,235,1,120,84.9,2382,2648,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,6200
0,1,0,0,74,2,129,53,929.4,1470,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,93
0,0,1,0,288,1,140,52.8,491.4,1212,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3038
0,0,1,0,130,1,130,58.2,813.6,1043,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7308
1,0,0,0,285,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2727
1,0,0,0,40,1,125,63.5,1075,1189,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11200
0,0,1,0,218,1,120,60,940.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,4240
0,0,1,0,83,1,120,64.8,970.2,1341,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10960
1,0,0,0,32,1,130,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3160
0,1,0,0,71,2,120,46,664.9,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1360
1,0,0,0,29,1,130,29,264.4,698,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5220
0,1,0,0,116,2,120,46,614,918,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,0,0,29,1,130,42,376.9,588,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,0,268,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8682
1,0,0,0,94,2,130,46,664.9,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1620
0,0,1,0,121,1,130,38.8,310.3,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3595
1,0,0,0,80,1,120,29,264.4,698,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,57,1,120,54.2,1258,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,29876
1,0,0,0,15,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6100
0,0,1,0,183,1,120,43,358.1,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2980
0,0,1,0,47,1,130,38.8,310.3,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,300
1,0,0,0,73,1,130,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3006
0,1,0,0,70,1,140,40.5,438.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2437
1,0,0,0,10,1,120,64.8,970.2,1341,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10445
0,1,0,0,130,1,135,42,471,808,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,5776
0,0,1,0,76,1,130,84.9,2382,2648,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,7800
0,1,0,0,162,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1525
1,0,0,0,131,2,120,45,742.6,1176,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3002
0,1,0,0,257,1,140,61.2,916.3,478,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,700
0,1,0,0,76,1,120,45,742.6,1176,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1194
1,0,0,0,165,1,120,42,376.9,588,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1624
1,0,0,0,30,1,125,63.5,1075,1189,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7234
0,1,0,0,247,1,140,61.2,916.3,478,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,195
0,0,1,0,135,1,130,71.1,1256,699,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,615
0,0,1,0,247,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5904
1,0,0,0,126,1,120,64.8,970.2,1341,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2670
1,0,0,0,103,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5500
1,0,0,0,104,1,120,29,264.4,698,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4040
0,0,1,0,249,1,140,52.8,491.4,1212,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3200
1,0,0,0,117,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5800
0,0,0,1,266,1,130,64.6,811.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10790
0,1,0,0,168,2,120,46,664.7,1877,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,5500
0,1,0,0,149,1,135,42,471,808,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,6860
1,0,0,0,144,1,125,56.6,705.6,1300,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6730
0,0,1,0,79,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8398
1,0,0,0,136,2,120,45,742.6,1176,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3219
0,1,0,0,282,1,140,61.2,916.3,478,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,955
0,1,0,0,163,2,120,46,664.7,1877,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3550
0,1,0,0,280,1,140,61.2,916.3,478,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,275
0,0,1,0,147,1,130,58.2,813.6,1043,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7433
0,0,1,0,226,1,120,64.8,1106,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4737
0,0,0,1,147,1,130,71.1,1256,699,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1950
0,1,0,0,109,1,130,53.6,924.3,919,6,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,0,0,137,2,120,46,666.5,1139,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2000
0,1,0,0,48,2,130,46,664.9,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,900
1,0,0,0,228,1,130,33,299.1,1037,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5302
1,0,0,0,125,1,120,43,358.1,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6233
0,0,1,0,51,1,130,84.9,2382,2648,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,17300
0,1,0,0,251,1,130,80.3,1513,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,8245
0,1,0,0,104,2,120,45,742.6,1176,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,890
1,0,0,0,121,2,120,45,742.6,1176,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2997
1,0,0,0,131,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3996
1,0,0,0,108,1,120,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6320
1,0,0,0,56,1,130,58.2,813.6,1043,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,16000
0,0,1,0,311,1,134,38.3,360,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3247
0,0,1,0,66,1,130,67,1493,1470,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,17040
1,1,0,0,25,1,140,40.5,438.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,847
0,0,1,1,255,1,130,80.3,1598,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,30300
1,0,0,0,150,2,120,45,742.6,1176,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,336
0,0,1,0,56,2,120,46,664.7,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3190
1,0,0,0,73,1,130,67,1493,1470,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4604
1,0,0,0,169,1,125,56.6,705.6,1300,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4998
0,0,1,0,144,2,120,42,471,808,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,95,1,140,52.8,491.4,1212,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8387
0,0,1,0,211,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3288
1,0,0,0,99,1,120,43,358.1,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2231
0,1,0,0,80,1,120,45,742.6,1176,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,496
0,0,1,0,244,1,120,64.8,1106,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5571
0,0,1,0,332,1,134,80.3,1517,2207,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,20769
1,0,0,0,351,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4400
0,1,0,0,219,1,130,80.3,1513,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,16665
1,0,0,0,209,1,120,45,539.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3644
1,0,0,0,167,1,120,42,376.9,588,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3516
1,0,0,0,36,1,125,63.5,1075,1189,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,15331
1,0,0,0,47,1,130,64.8,1106,1470,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,21440
1,0,0,0,97,1,120,54.2,1258,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5731
0,0,1,0,156,1,120,42,376.9,588,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2912
0,0,1,0,280,1,140,52.8,491.4,1212,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3453
1,0,0,0,107,1,120,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4500
0,0,1,0,217,1,120,64.8,1106,1470,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,74,1,130,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2394
0,0,1,0,157,2,120,46,614,918,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6000
1,0,0,0,139,1,130,63.5,1075,1189,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5952
0,1,0,0,79,1,130,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5242
0,1,0,0,141,1,140,60.3,896.7,883,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1360
0,1,0,0,84,1,130,53.6,924.3,919,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,119,1,130,40.5,438.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4270
0,1,0,0,66,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4400
0,0,1,0,320,1,120,60,940.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2870
0,0,1,0,261,1,130,64.6,811.5,1471,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1740
1,0,0,0,107,1,130,40.5,438.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3472
0,1,0,0,89,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2160
0,1,0,0,62,2,129,53,929.4,1470,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,186
0,1,0,0,82,1,120,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,680
0,1,0,0,245,1,130,80.3,1598,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,14750
0,1,0,0,282,1,130,64.6,811.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,11860
0,0,1,0,241,1,120,58.2,813.6,1043,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7616
0,1,0,0,167,2,120,46,664.9,1877,5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,284,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1887
0,0,1,0,118,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5406
0,1,0,0,126,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3918
1,0,0,0,79,1,130,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4338
0,1,0,0,289,1,110,29,252.3,588,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2500
0,0,1,0,177,1,125,56.6,705.6,1300,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5960
1,0,0,0,176,1,120,33,299.1,1037,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4149
0,1,0,0,244,1,130,80.3,1598,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,17750
0,0,1,0,226,1,120,84.9,2382,2648,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,7600
1,0,0,0,115,1,120,29,264.4,698,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4205
0,0,1,0,121,1,120,29,264.4,698,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6170
0,0,1,0,146,1,120,37.2,388.2,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,7505
1,0,0,0,331,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4832
1,0,0,0,129,2,120,46,664.7,1877,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4931
1,0,0,0,137,1,130,38.8,310.3,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3646
0,0,0,1,111,1,130,53.6,924.3,919,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,8900
0,1,0,0,44,2,125,46,664.9,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4000
0,0,1,0,151,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8152
0,0,0,1,99,1,120,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1619
1,0,0,0,281,1,140,37.7,415.7,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3407
0,1,0,0,299,1,110,29,252.3,588,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2000
0,0,1,0,120,2,120,46,664.7,1877,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1636
0,1,0,0,185,1,142,44.8,756,1103,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3365
1,0,0,0,159,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1585
1,0,0,0,135,2,120,45,742.6,1176,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4360
0,1,0,0,22,1,120,42.7,338.9,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2682
1,0,0,0,93,1,120,54.2,1258,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5962
0,0,1,0,69,1,130,42,376.9,588,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4320
0,1,0,0,16,1,140,40.5,438.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2112
1,0,0,0,103,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4554
1,0,0,0,111,1,125,56.6,705.6,1300,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5820
0,1,0,0,61,2,130,46,664.9,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2472
1,0,0,0,38,1,130,42,376.9,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4160
1,0,0,0,93,1,130,42,376.9,588,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,3200
1,0,0,0,31,1,120,42.7,338.9,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2844
1,0,0,0,133,1,120,54.2,1258,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8184
0,1,0,0,267,1,140,61.2,916.3,478,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,550
1,0,0,0,141,2,120,46,664.7,1877,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2514
0,1,0,0,165,1,120,50,620.1,1164,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1862
0,1,0,0,292,1,110,29,252.3,588,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,12000
0,0,1,0,98,1,120,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3970
0,0,1,0,179,2,120,46,614,918,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,5000
0,1,0,0,142,2,125,43.1,494.5,845,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4000
1,0,0,0,300,1,140,37.7,415.7,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2843
0,1,0,0,23,2,125,46,664.9,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3000
0,0,1,0,152,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4436
1,0,0,0,129,2,120,46,664.7,1877,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2959
0,1,0,0,115,1,140,61.2,916.3,478,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,530
0,0,1,0,251,1,132,64.8,970.2,1341,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5630
0,1,0,0,167,1,120,33,299.1,1037,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3506
0,1,0,0,82,2,130,46,664.9,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4500
1,0,0,0,21,1,140,40.5,438.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2773
1,0,0,0,318,1,134,38.3,360,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1698
0,0,1,0,265,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5483
0,1,0,0,170,2,120,46,664.9,1877,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,12408
0,1,0,0,126,2,120,42,471,808,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,203,1,130,42.7,338.9,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2592
0,1,0,0,135,2,120,46,666.5,1139,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,181,1,140,61.2,916.3,478,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4930
0,0,1,0,47,1,120,64.8,970.2,1341,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5315
1,0,0,0,1,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3650
0,0,0,1,83,1,130,53.6,924.3,919,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10360
0,0,1,0,250,1,120,58.2,813.6,1043,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,19620
1,0,0,0,89,1,120,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3260
1,0,0,0,145,1,120,42,376.9,588,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2714
1,0,0,0,52,1,130,58.2,813.6,1043,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11040
0,0,1,0,209,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5333
0,1,0,0,17,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6306
0,0,1,0,281,2,130,42,434.5,882,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,200
1,0,0,0,107,1,130,40.5,438.6,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,600
1,0,0,0,128,1,135,80.3,1598,2207,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,0,76,1,120,47.1,538.7,1300,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4165
0,0,1,0,82,1,120,42.7,338.9,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4428
1,0,0,0,59,1,120,54.2,1258,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,37389
1,0,0,0,132,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2286
0,0,1,0,92,1,120,37.2,388.2,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2830
0,0,1,0,304,1,120,60,940.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2220
0,1,0,0,166,1,140,60.3,896.7,883,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,5050
1,0,0,0,218,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3615
0,1,0,0,289,1,130,80.3,1513,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,42385
0,0,1,0,145,2,120,46,666.5,1139,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4000
0,0,1,0,165,1,120,29,264.4,698,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2892
1,0,0,0,35,1,130,64.8,970.2,1341,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,17670
1,0,0,0,111,1,120,29,264.4,698,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1982
1,0,0,0,14,1,130,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7189
1,0,0,0,86,1,120,54.2,1258,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4763
0,1,0,0,265,2,130,42,434.5,882,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1000
0,0,1,0,143,1,120,43,358.1,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,10378
0,1,0,0,193,1,140,61.2,916.3,478,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,9240
1,0,0,0,97,1,130,43,358.1,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2199
1,0,0,0,197,1,140,37.7,415.7,882,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3302
0,0,1,0,179,2,120,46,666.5,1139,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3000
0,0,1,0,41,1,120,64.8,970.2,1341,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,12350
0,0,1,0,183,1,120,38.3,360,588,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5669
0,0,1,0,253,1,130,53.6,924.3,919,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,1,0,266,1,120,84.9,2382,2648,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9500
0,0,1,0,32,1,130,67,1493,1470,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,15454
0,0,1,0,323,1,134,29,264.4,698,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3230
1,0,0,0,115,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6300
1,0,0,0,163,1,120,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,5380
0,0,1,0,74,1,130,42,376.9,588,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,800
0,0,1,0,110,1,130,58.2,813.6,1043,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,13381
1,0,0,0,312,1,138,38.8,310.3,882,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2450
0,0,1,0,65,1,130,53.6,924.3,919,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5590
1,0,0,0,90,1,120,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,7655
0,0,1,0,204,1,120,63.5,1075,1189,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4800
0,1,0,0,39,1,120,45,742.6,1176,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6019
1,0,0,0,16,1,120,42.7,338.9,588,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2592
1,0,0,0,300,1,138,38.8,310.3,882,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1750
1,0,0,0,36,1,130,58.2,813.6,1043,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,23961
1,0,0,0,135,1,120,47,465.9,1065,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6200
0,0,1,0,241,1,120,39.1,320.4,771,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2976
1,0,0,0,39,1,130,64.8,1106,1470,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3238
0,1,0,0,154,1,140,61.2,916.3,478,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4590
0,0,1,0,279,1,120,60,940.5,1471,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2730
1,0,0,0,80,1,130,39.1,320.4,771,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4076
0,0,1,0,141,1,130,58.2,813.6,1043,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,11720
0,0,1,0,52,1,130,80.3,1598,2207,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,600
1,0,0,0,258,1,130,50,620.1,1164,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1593
1,0,0,0,168,1,120,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,6610
0,0,1,0,73,1,120,84.9,2382,2648,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,13300
0,0,1,0,214,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,14964
0,0,1,0,312,1,134,29,264.4,698,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2150
1,0,0,0,117,2,120,53,929.4,1470,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,1,0,0,42,1,130,84.9,2382,2648,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,14200
0,0,1,0,244,1,130,65,1162,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9369
1,0,0,0,77,1,130,64.8,996,1470,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8856
0,1,0,0,159,2,120,46,664.7,1877,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,0,56,1,120,84.9,2382,2648,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2200
0,1,0,0,286,1,135,60,993.4,1433,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3810
0,0,1,0,331,1,120,39.5,372.5,735,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4110
1,0,0,0,31,1,130,60,993.4,1433,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,8326
0,0,1,0,45,1,130,42,376.9,588,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
